track_name,artist_name,artist_count,streams,days_released,is_ranked,chart_rank,inverse_rank,num_playlists,is_minor,bpm,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,236857112,537,1,15,0.06666666666666667,660,0,98,0.73,0.88,0.57,0.56,0.0,0.05,0.02
Keep Driving,Harry Styles,1,236060709,690,1,1,1.0,2094,0,165,0.72,0.9,0.48,0.32,0.0,0.18,0.23
Typa Girl,BLACKPINK,1,235549288,571,1,10,0.1,452,0,132,0.92,0.53,0.62,0.07,0.0,0.63,0.1
Nosso Quadro,"Ana Castela, AgroPlay",2,233801632,432,1,9,0.1111111111111111,894,0,160,0.69,0.61,0.71,0.33,0.0,0.31,0.2
Love Of My Life,Harry Styles,1,233671263,690,0,0,0.0,1933,0,118,0.56,0.2,0.54,0.67,0.0,0.06,0.05
FLOWER,JISOO,1,232896922,375,1,18,0.05555555555555555,839,1,124,0.84,0.64,0.39,0.03,0.0,0.11,0.04
Mujeriego,Ryan Castro,1,231996128,844,0,0,0.0,1492,0,80,0.76,0.92,0.62,0.06,0.0,0.08,0.13
SUPERMODEL,Mï¿½ï¿½ne,1,231657891,697,0,0,0.0,2265,0,121,0.64,0.8,0.88,0.0,0.0,0.12,0.06
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,231332117,480,1,20,0.05,1267,1,93,0.84,0.96,0.79,0.43,0.0,0.18,0.11
FEARLESS,LE SSERAFIM,1,229497852,708,0,0,0.0,629,0,104,0.86,0.43,0.62,0.05,0.0,0.13,0.14
Starlight,Dave,1,229473310,768,1,3,0.3333333333333333,1856,0,124,0.95,0.36,0.37,0.35,0.0,0.1,0.28
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,227918678,732,0,0,0.0,2499,0,82,0.7,0.31,0.34,0.6,0.01,0.11,0.04
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,226897599,832,0,0,0.0,3270,0,125,0.69,0.7,0.89,0.04,0.0,0.49,0.03
I AM WOMAN,Emmy Meli,1,225259194,873,0,0,0.0,2795,0,170,0.65,0.46,0.47,0.12,0.0,0.13,0.16
THE LONELIEST,Mï¿½ï¿½ne,1,225093344,550,1,5,0.2,1585,0,130,0.52,0.24,0.6,0.0,0.0,0.08,0.03
El Merengue,"Marshmello, Manuel Turizo",2,223633238,403,1,44,0.022727272727272728,2114,1,124,0.78,0.7,0.68,0.03,0.01,0.11,0.04
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,223582566,481,1,16,0.0625,1845,0,95,0.77,0.72,0.87,0.17,0.0,0.07,0.05
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,223319934,971,0,0,0.0,1560,1,84,0.56,0.61,0.76,0.1,0.0,0.14,0.11
Question...?,Taylor Swift,1,223064273,536,0,0,0.0,1608,0,109,0.75,0.11,0.5,0.2,0.0,0.3,0.17
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,222612678,571,1,4,0.25,1473,0,154,0.64,0.61,0.91,0.15,0.0,0.72,0.04
KU LO SA - A COLORS SHOW,Oxlade,1,222410722,669,1,8,0.125,2019,1,93,0.65,0.79,0.66,0.31,0.0,0.22,0.07
Betty (Get Money),Yung Gravy,1,221752937,669,0,0,0.0,2402,0,102,0.73,0.62,0.75,0.0,0.0,0.34,0.08
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,221409663,481,1,15,0.06666666666666667,1701,1,113,0.79,0.66,0.74,0.08,0.0,0.11,0.05
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,219196651,613,0,0,0.0,1456,0,120,0.77,0.94,0.87,0.02,0.0,0.23,0.12
Mastermind,Taylor Swift,1,218320587,536,0,0,0.0,1936,0,126,0.66,0.12,0.35,0.55,0.0,0.09,0.14
Cupido,Tini,1,217672943,420,1,24,0.041666666666666664,1240,0,120,0.91,0.63,0.58,0.52,0.0,0.31,0.22
POP!,Nayeon,1,213505179,655,0,0,0.0,571,0,97,0.8,0.36,0.86,0.04,0.0,0.03,0.05
WORTH NOTHING,"Twisted, Oliver Tree",2,213438580,559,0,0,0.0,1612,1,140,0.58,0.17,0.62,0.18,0.0,0.2,0.08
El Apagï¿½,Bad Bunny,1,212351890,704,0,0,0.0,1209,0,118,0.63,0.6,0.7,0.05,0.0,0.09,0.31
MANIAC,Stray Kids,1,212234990,753,0,0,0.0,651,0,120,0.58,0.71,0.8,0.15,0.0,0.07,0.41
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,212109195,711,0,0,0.0,802,0,130,0.91,0.91,0.96,0.03,0.0,0.03,0.09
Polaroid Love,ENHYPEN,1,211372494,820,0,0,0.0,461,1,138,0.74,0.65,0.67,0.46,0.0,0.36,0.04
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,211050784,396,1,48,0.020833333333333332,5120,0,143,0.64,0.31,0.87,0.04,0.04,0.08,0.04
KICK BACK,Kenshi Yonezu,1,210038833,545,1,4,0.25,574,0,102,0.58,0.29,0.94,0.0,0.0,0.09,0.11
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,209768491,900,0,0,0.0,1517,1,92,0.73,0.37,0.74,0.28,0.0,0.14,0.06
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,209106362,627,1,2,0.5,1097,1,118,0.82,0.75,0.85,0.33,0.01,0.11,0.04
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,208166039,798,1,2,0.5,911,1,135,0.78,0.55,0.57,0.04,0.0,0.1,0.08
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,207033255,429,1,10,0.1,1638,1,130,0.69,0.36,0.9,0.01,0.1,0.15,0.04
MIENTRAS ME CURO DEL CORA,Karol G,1,206399629,410,1,35,0.02857142857142857,1020,0,80,0.52,0.57,0.48,0.86,0.0,0.15,0.39
When I R.I.P.,Labrinth,1,203680270,1649,0,0,0.0,2578,1,80,0.39,0.45,0.55,0.73,0.0,0.09,0.21
The Astronaut,Jin,1,203436468,529,1,9,0.1111111111111111,481,0,125,0.54,0.22,0.76,0.0,0.0,0.14,0.03
Thought You Should Know,Morgan Wallen,1,203221468,704,1,4,0.25,968,0,140,0.53,0.51,0.7,0.49,0.0,0.14,0.03
Hati-Hati di Jalan,Tulus,1,202677468,768,1,2,0.5,200,0,72,0.64,0.76,0.44,0.7,0.09,0.12,0.04
Static,Steve Lacy,1,202452860,634,0,0,0.0,1613,0,79,0.34,0.22,0.31,0.43,0.63,0.1,0.07
Tattoo,Loreen,1,201660859,409,1,59,0.01694915254237288,2988,1,150,0.55,0.3,0.78,0.24,0.0,0.12,0.08
Bar,"Tini, L-Gante",2,200972675,880,1,4,0.25,755,0,94,0.52,0.68,0.69,0.13,0.0,0.33,0.08
Less Than Zero,The Weeknd,1,200660871,823,0,0,0.0,2800,0,143,0.53,0.5,0.79,0.0,0.0,0.08,0.03
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,200647221,314,1,40,0.025,1313,1,133,0.85,0.81,0.67,0.26,0.0,0.12,0.05
Grapejuice,Harry Styles,1,199587884,690,0,0,0.0,1986,0,183,0.65,0.88,0.72,0.36,0.14,0.2,0.03
Limbo,Freddie Dredd,1,199386237,607,0,0,0.0,688,1,75,0.8,0.46,0.62,0.03,0.06,0.11,0.46
DANCE CRIP,Trueno,1,198883004,874,0,0,0.0,731,0,106,0.86,0.86,0.79,0.11,0.0,0.08,0.09
Spin Bout U,"Drake, 21 Savage",2,198365537,522,1,2,0.5,1652,0,130,0.77,0.2,0.7,0.01,0.0,0.16,0.05
En Paris,"El Chachito, Junior H",2,198275403,472,1,5,0.2,406,1,139,0.7,0.77,0.48,0.37,0.0,0.12,0.05
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,197643795,753,0,0,0.0,625,0,98,0.78,0.83,0.75,0.41,0.0,0.27,0.08
Pass The Dutchie,Musical Youth,1,195918494,15439,0,0,0.0,5328,0,151,0.73,0.88,0.67,0.2,0.0,0.32,0.05
Massive,Drake,1,195628667,662,0,0,0.0,5263,1,125,0.51,0.05,0.68,0.12,0.02,0.15,0.06
Eyes Closed,Ed Sheeran,1,195576623,383,1,30,0.03333333333333333,2915,0,107,0.78,0.39,0.53,0.3,0.0,0.11,0.06
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,195516622,494,0,0,0.0,1602,1,88,0.49,0.24,0.66,0.19,0.0,0.18,0.29
True Love,"Kanye West, XXXTENTACION",2,194902696,683,0,0,0.0,2129,1,84,0.71,0.39,0.86,0.02,0.0,0.51,0.25
Nail Tech,Jack Harlow,1,193443895,781,0,0,0.0,2939,1,150,0.65,0.11,0.58,0.0,0.0,0.12,0.09
La Bebe,Yng Lvcas,1,191945597,837,1,17,0.058823529411764705,489,1,170,0.78,0.75,0.46,0.62,0.0,0.12,0.35
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,191873381,690,1,4,0.25,1112,0,135,0.77,0.74,0.74,0.47,0.0,0.34,0.08
Sticky,Drake,1,191448892,662,0,0,0.0,2814,1,137,0.88,0.08,0.49,0.09,0.0,0.09,0.14
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,191333656,522,0,0,0.0,1930,1,122,0.75,0.45,0.63,0.06,0.0,0.35,0.12
In My Head,Lil Tjay,1,190981339,739,0,0,0.0,1185,0,143,0.68,0.41,0.55,0.16,0.0,0.1,0.12
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,190625045,683,0,0,0.0,3983,1,100,0.82,0.76,0.7,0.16,0.0,0.08,0.05
Slut Me Out,NLE Choppa,1,190490915,718,1,4,0.25,816,1,121,0.94,0.71,0.61,0.12,0.0,0.53,0.42
Talk that Talk,TWICE,1,189476119,592,0,0,0.0,615,1,120,0.77,0.78,0.91,0.14,0.0,0.33,0.12
Cinema,Harry Styles,1,189236868,690,0,0,0.0,2171,1,106,0.83,0.9,0.64,0.35,0.05,0.09,0.04
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,188933502,368,1,34,0.029411764705882353,672,0,150,0.61,0.39,0.73,0.37,0.0,0.11,0.03
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,187772591,800,1,4,0.25,540,1,115,0.78,0.63,0.64,0.01,0.0,0.07,0.04
Daydreaming,Harry Styles,1,187703102,690,1,1,1.0,1900,1,114,0.71,0.9,0.81,0.31,0.02,0.13,0.03
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,187701588,648,1,4,0.25,648,1,161,0.59,0.62,0.6,0.12,0.0,0.05,0.44
Labyrinth,Taylor Swift,1,187339835,536,0,0,0.0,1597,0,110,0.48,0.15,0.31,0.8,0.22,0.12,0.04
Sweet Nothing,Taylor Swift,1,186104310,536,0,0,0.0,1747,0,177,0.34,0.39,0.16,0.97,0.0,0.12,0.05
10 Things I Hate About You,Leah Kate,1,185550869,748,0,0,0.0,1301,0,154,0.54,0.45,0.79,0.01,0.0,0.17,0.05
Cigarettes,Juice WRLD,1,185408548,851,0,0,0.0,975,0,160,0.6,0.47,0.62,0.03,0.0,0.38,0.04
Prohibidox,Feid,1,185392587,574,1,12,0.08333333333333333,1473,1,180,0.65,0.52,0.8,0.05,0.0,0.06,0.25
All Of The Girls You Loved Before,Taylor Swift,1,185240616,1691,1,6,0.16666666666666666,1282,0,96,0.72,0.4,0.47,0.71,0.0,0.13,0.04
GIVENCHY,Duki,1,185236961,629,1,4,0.25,625,0,103,0.61,0.38,0.62,0.14,0.0,0.23,0.4
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,184937148,872,0,0,0.0,1150,0,141,0.59,0.56,0.63,0.12,0.0,0.06,0.36
Flowers,Lauren Spencer Smith,1,184826429,974,0,0,0.0,801,0,138,0.7,0.31,0.44,0.84,0.0,0.09,0.39
Tak Ingin Usai,Keisya Levronka,1,184807630,697,1,4,0.25,220,0,130,0.49,0.14,0.4,0.82,0.0,0.11,0.03
Good Looking,Suki Waterhouse,1,184706613,2363,0,0,0.0,2264,0,150,0.37,0.27,0.56,0.08,0.0,0.13,0.03
TUS Lï¿½ï¿½GR,"Sech, Mora",2,184622518,739,1,2,0.5,1308,0,174,0.68,0.45,0.71,0.18,0.0,0.11,0.25
Escapism. - Sped Up,"RAYE, 070 Shake",2,184308753,501,0,0,0.0,1368,1,108,0.44,0.38,0.77,0.09,0.0,0.09,0.2
Sprinter,"Dave, Central Cee",2,183706234,313,1,91,0.01098901098901099,2186,0,141,0.92,0.66,0.58,0.19,0.0,0.08,0.24
295,Sidhu Moose Wala,1,183273246,1060,1,4,0.25,246,1,90,0.68,0.54,0.76,0.21,0.0,0.11,0.2
DARARI,Treasure,1,182978249,784,0,0,0.0,328,0,85,0.72,0.55,0.64,0.49,0.0,0.07,0.04
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,181831132,573,1,7,0.14285714285714285,713,1,85,0.65,0.36,0.47,0.31,0.0,0.12,0.1
The Great War,Taylor Swift,1,181382590,536,0,0,0.0,1274,0,96,0.57,0.55,0.74,0.22,0.0,0.08,0.04
Hrs and Hrs,Muni Long,1,181328253,872,0,0,0.0,1800,1,140,0.51,0.66,0.53,0.6,0.0,0.11,0.18
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,180577478,6776,0,0,0.0,2577,0,93,0.63,0.93,0.88,0.01,0.0,0.12,0.04
Tak Segampang Itu,Anggi Marito,1,179659294,494,1,6,0.16666666666666666,213,0,130,0.51,0.18,0.44,0.76,0.0,0.11,0.03
Si Te La Encuentras Por Ahï¿,Feid,1,179061440,613,1,4,0.25,1379,1,172,0.74,0.46,0.58,0.15,0.0,0.13,0.08
Jingle Bells - Remastered 1999,Frank Sinatra,1,178660459,24570,0,0,0.0,4326,0,175,0.51,0.94,0.34,0.73,0.0,0.1,0.05
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,178512385,740,0,0,0.0,859,0,82,0.79,0.48,0.84,0.13,0.0,0.21,0.23
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,177740666,369,1,66,0.015151515151515152,4277,0,128,0.6,0.23,0.91,0.0,0.0,0.12,0.03
"Would've, Could've, Should've",Taylor Swift,1,177503916,536,0,0,0.0,1715,0,158,0.48,0.55,0.84,0.43,0.0,0.15,0.12
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,177129919,873,0,0,0.0,903,1,90,0.63,0.75,0.75,0.17,0.0,0.11,0.08
TQM,Fuerza Regida,1,176553476,326,1,28,0.03571428571428571,584,1,125,0.79,0.96,0.85,0.27,0.0,0.11,0.06
Celestial,Ed Sheeran,1,176474912,558,0,0,0.0,1639,0,123,0.57,0.5,0.85,0.05,0.0,0.16,0.04
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,176290831,754,0,0,0.0,870,1,135,0.93,0.77,0.45,0.25,0.0,0.13,0.27
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,176103902,676,1,4,0.25,894,0,130,0.95,0.83,0.57,0.54,0.0,0.1,0.25
WANDA,Quevedo,1,175399345,445,1,22,0.045454545454545456,888,1,176,0.72,0.96,0.63,0.25,0.0,0.21,0.07
Search & Rescue,Drake,1,175097833,368,1,6,0.16666666666666666,2066,1,142,0.82,0.54,0.44,0.06,0.0,0.33,0.07
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,174006928,578,0,0,0.0,852,0,87,0.87,0.52,0.52,0.31,0.0,0.28,0.24
Rich Spirit,Kendrick Lamar,1,173702135,697,0,0,0.0,3486,1,96,0.85,0.41,0.43,0.39,0.0,0.12,0.21
Like Crazy (English Version),Jimin,1,173627354,382,1,19,0.05263157894736842,373,0,120,0.62,0.32,0.76,0.0,0.0,0.39,0.04
Chemical,Post Malone,1,172825906,361,1,39,0.02564102564102564,2528,0,170,0.5,0.37,0.9,0.0,0.0,0.12,0.05
ALIEN SUPERSTAR,Beyoncï¿,1,171788484,620,0,0,0.0,2688,1,122,0.55,0.46,0.64,0.0,0.0,0.17,0.1
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,170732845,613,0,0,0.0,2107,1,130,0.72,0.18,0.46,0.07,0.0,0.28,0.08
Nxde,(G)I-DLE,1,170709584,540,1,6,0.16666666666666666,430,1,136,0.73,0.65,0.91,0.04,0.0,0.48,0.18
On BS,"Drake, 21 Savage",2,170413877,522,0,0,0.0,1338,0,158,0.84,0.33,0.36,0.02,0.0,0.39,0.59
Gatita,Bellakath,1,168684524,554,0,0,0.0,1054,0,101,0.9,0.76,0.81,0.15,0.24,0.33,0.06
Set Me Free Pt.2,Jimin,1,168448603,389,1,13,0.07692307692307693,340,1,132,0.59,0.56,0.82,0.12,0.0,0.12,0.06
Dos Oruguitas,Sebastian Yatra,1,167076418,872,0,0,0.0,925,0,94,0.42,0.47,0.36,0.76,0.0,0.09,0.05
Sial,Mahalini,1,166570053,442,1,4,0.25,134,0,120,0.56,0.2,0.43,0.89,0.0,0.12,0.04
If We Ever Broke Up,Mae Stephens,1,165584767,424,1,4,0.25,2040,0,116,0.9,0.96,0.73,0.62,0.0,0.09,0.04
Makeba,Jain,1,165484133,3214,1,53,0.018867924528301886,6060,0,116,0.82,0.4,0.66,0.39,0.51,0.25,0.07
En El Radio Un Cochinero,Victor Cibrian,1,164856284,697,0,0,0.0,514,1,154,0.7,0.97,0.62,0.47,0.0,0.1,0.04
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,164163229,715,0,0,0.0,928,0,96,0.61,0.32,0.9,0.25,0.0,0.1,0.09
Blind,SZA,1,163284000,487,0,0,0.0,1484,1,114,0.46,0.6,0.28,0.91,0.0,0.21,0.04
Shorty Party,"Cartel De Santa, La Kelly",2,162887075,402,1,12,0.08333333333333333,432,0,96,0.93,0.47,0.47,0.33,0.0,0.1,0.36
Chanel,"Becky G, Peso Pluma",2,161460990,376,1,10,0.1,681,0,132,0.85,0.53,0.68,0.4,0.0,0.09,0.04
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,160845341,685,0,0,0.0,896,0,77,0.81,0.68,0.58,0.83,0.0,0.11,0.34
Beautiful Girl,Luciano,1,160035717,718,1,4,0.25,710,1,140,0.84,0.61,0.42,0.31,0.0,0.09,0.09
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,159240673,600,0,0,0.0,836,0,102,0.84,0.43,0.75,0.05,0.0,0.06,0.08
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,158950978,466,1,6,0.16666666666666666,265,1,145,0.76,0.8,0.81,0.19,0.0,0.06,0.09
RUMBATï¿½,Daddy Yankee,1,157990698,746,0,0,0.0,1264,1,95,0.69,0.9,0.91,0.06,0.0,0.35,0.04
Antes de Perderte,Duki,1,157136970,677,1,8,0.125,584,1,110,0.81,0.61,0.93,0.49,0.0,0.12,0.11
Fast Car,Luke Combs,1,157058870,382,1,12,0.08333333333333333,1446,0,98,0.71,0.67,0.6,0.19,0.0,0.12,0.03
United In Grief,Kendrick Lamar,1,156898322,697,0,0,0.0,2575,0,87,0.52,0.32,0.83,0.24,0.0,0.17,0.43
Kahani Suno 2.0,Kaifi Khalil,1,156777415,679,1,6,0.16666666666666666,162,0,140,0.58,0.26,0.38,0.91,0.0,0.1,0.04
Pope Is a Rockstar,SALES,1,156658366,2911,0,0,0.0,1966,1,90,0.73,0.31,0.45,0.85,0.24,0.11,0.03
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,156338624,431,1,41,0.024390243902439025,5184,0,133,0.7,0.86,0.81,0.25,0.0,0.25,0.05
Boy's a liar,PinkPantheress,1,156338624,496,0,0,0.0,1225,0,133,0.66,0.74,0.84,0.25,0.0,0.21,0.04
Malas Decisiones,Kenia OS,1,156214700,531,1,2,0.5,542,1,110,0.81,0.64,0.79,0.05,0.0,0.31,0.03
MORE,j-hope,1,155795783,648,0,0,0.0,565,0,97,0.78,0.31,0.72,0.01,0.0,0.11,0.04
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,155653938,488,1,4,0.25,1420,0,78,0.67,0.22,0.59,0.76,0.01,0.15,0.16
Major Distribution,"Drake, 21 Savage",2,154863153,522,0,0,0.0,1545,1,131,0.91,0.23,0.55,0.01,0.0,0.07,0.32
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,154797871,872,0,0,0.0,802,0,120,0.72,0.54,0.71,0.26,0.0,0.1,0.04
Miss You,Southstar,1,154356956,15304,0,0,0.0,2020,0,145,0.66,0.24,0.58,0.17,0.0,0.19,0.05
Malvada,Zï¿½ï¿½ Fe,1,154119539,802,0,0,0.0,601,1,135,0.89,0.89,0.86,0.16,0.0,0.08,0.05
Erro Gostoso - Ao Vivo,Simone Mendes,1,153454328,438,1,5,0.2,984,0,154,0.59,0.63,0.89,0.18,0.0,0.8,0.09
AMARGURA,Karol G,1,153372011,410,1,39,0.02564102564102564,1133,1,107,0.92,0.55,0.7,0.18,0.0,0.15,0.07
Freaky Deaky,"Tyga, Doja Cat",2,153240879,774,0,0,0.0,1729,1,104,0.8,0.24,0.65,0.02,0.0,0.09,0.04
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,152850295,452,1,2,0.5,415,0,100,0.79,0.6,0.68,0.07,0.0,0.26,0.04
Dua Lipa,Jack Harlow,1,150500965,704,0,0,0.0,1992,0,158,0.83,0.41,0.65,0.0,0.1,0.11,0.08
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,149778242,410,0,0,0.0,1529,0,95,0.64,0.3,0.77,0.46,0.0,0.38,0.06
One Thing At A Time,Morgan Wallen,1,148469433,494,1,4,0.25,811,0,142,0.61,0.92,0.91,0.0,0.0,0.26,0.03
Talk,YEAT,1,148461629,585,0,0,0.0,920,1,140,0.7,0.26,0.76,0.08,0.0,0.54,0.23
Love Again,The Kid Laroi,1,147538971,438,0,0,0.0,1283,1,107,0.66,0.47,0.4,0.72,0.0,0.11,0.03
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,147290338,431,1,10,0.1,356,0,182,0.57,0.8,0.59,0.08,0.0,0.06,0.05
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,146789379,788,0,0,0.0,1430,0,134,0.53,0.31,0.31,0.92,0.0,0.28,0.03
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,146409671,404,1,34,0.029411764705882353,1208,0,94,0.82,0.53,0.67,0.34,0.0,0.09,0.08
That's Hilarious,Charlie Puth,1,146363130,732,1,2,0.5,686,0,108,0.71,0.55,0.44,0.74,0.0,0.11,0.06
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,146223492,565,1,7,0.14285714285714285,869,0,138,0.8,0.82,0.81,0.14,0.0,0.13,0.36
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,145458418,420,1,2,0.5,845,0,108,0.67,0.55,0.67,0.6,0.0,0.8,0.05
Heaven,Niall Horan,1,144584800,417,1,2,0.5,1553,0,92,0.57,0.68,0.76,0.07,0.0,0.33,0.03
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,144565150,333,1,23,0.043478260869565216,2175,0,143,0.83,0.69,0.44,0.15,0.0,0.1,0.33
ýýýýýýýýýýýý,YOASOBI,1,143573775,363,1,16,0.0625,356,0,166,0.57,0.84,0.94,0.11,0.0,0.37,0.09
212,"Mainstreet, Chefin",2,143139338,815,0,0,0.0,352,1,154,0.79,0.86,0.52,0.66,0.0,0.09,0.07
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,142095275,371,1,14,0.07142857142857142,561,0,192,0.5,0.85,0.52,0.11,0.0,0.28,0.06
Circo Loco,"Drake, 21 Savage",2,141720999,522,0,0,0.0,1794,0,104,0.73,0.25,0.61,0.01,0.0,0.32,0.07
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,141381703,270,1,147,0.006802721088435374,553,0,125,0.8,0.89,0.83,0.31,0.0,0.08,0.04
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,140430339,1208,1,1,1.0,668,1,125,0.49,0.13,0.74,0.0,0.0,0.09,0.04
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,140187018,484,1,4,0.25,130,1,116,0.77,0.65,0.8,0.06,0.0,0.15,0.04
vampire,Olivia Rodrigo,1,140003974,284,1,113,0.008849557522123894,1397,0,138,0.51,0.32,0.53,0.17,0.0,0.31,0.06
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,139836056,521,0,0,0.0,86,0,94,0.59,0.44,0.56,0.8,0.0,0.06,0.03
Cupid,Fifty Fifty,1,139681964,410,1,10,0.1,526,0,120,0.77,0.94,0.66,0.65,0.0,0.38,0.03
Fim de Semana no Rio,teto,1,139193812,741,1,2,0.5,315,1,119,0.87,0.28,0.5,0.12,0.0,0.1,0.1
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,138517666,405,1,5,0.2,967,0,154,0.63,0.75,0.92,0.31,0.0,0.91,0.05
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,138334433,677,0,0,0.0,896,0,92,0.83,0.56,0.82,0.1,0.0,0.09,0.05
Komang,Raim Laode,1,137123880,602,1,4,0.25,158,0,134,0.7,0.35,0.41,0.41,0.0,0.1,0.03
Boyfriends,Harry Styles,1,137070925,690,0,0,0.0,1517,0,118,0.42,0.32,0.2,0.94,0.0,0.11,0.04
ZOOM,Jessi,1,136996305,727,0,0,0.0,608,0,100,0.87,0.46,0.6,0.01,0.0,0.13,0.16
Antidepresan,"Mabel Matiz, Mert Demir",2,136689549,522,1,2,0.5,313,1,100,0.7,0.92,0.59,0.03,0.0,0.1,0.03
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,136676504,669,0,0,0.0,2313,0,120,0.88,0.15,0.56,0.01,0.0,0.08,0.06
Merry Christmas,"Ed Sheeran, Elton John",2,135723538,2342,0,0,0.0,2209,0,114,0.59,0.6,0.94,0.24,0.0,0.1,0.04
Wild Flower (with youjeen),RM,1,135611421,494,1,2,0.5,353,0,155,0.49,0.42,0.77,0.03,0.0,0.12,0.09
O.O,NMIXX,1,135444283,777,0,0,0.0,290,1,200,0.39,0.28,0.77,0.04,0.0,0.06,0.29
Brividi,"Mahmood, Blanco",2,135079152,797,0,0,0.0,1175,0,123,0.52,0.44,0.6,0.4,0.0,0.26,0.03
Zona De Perigo,Leo Santana,1,134294498,488,1,4,0.25,531,0,135,0.81,0.97,0.77,0.75,0.0,0.35,0.03
TRUSTFALL,P!nk,1,134255790,438,1,16,0.0625,2098,0,122,0.64,0.25,0.89,0.0,0.0,0.15,0.09
En La De Ella,"Feid, Sech, Jhayco",3,133895612,537,0,0,0.0,1320,0,97,0.82,0.67,0.77,0.08,0.0,0.12,0.05
